data__id,data__lang,data__text,Topic,Stance
1349220814034522112,en,Trump: Speech Before Capitol Riot Was 'Totally Appropriate' : Insurrection At The Capitol: Live Updates : NPR https://t.co/nWkVG7u9JK,1,AGAINST
1349220813833166849,en,storm his room like the capitol!,1,FAVOR
1349220808258940930,en,"@cwatson313 @News4SA Depends on which speech you talking about. His speech before the March to the capitol. He said to take a specific street and take the capitol. Then said ""I'll be there behind you"" at the end of it. It's even quoted in black and white. Trump's a ball-less, penile sucking coward",1,AGAINST
1349220807638061058,en,@henryrodgersdc @replouiegohmert @DailyCaller Republicans have nothing but contempt for the Capitol Hill police. Until there is trouble. Then you’ll expect them to die for you seditionist filth.,3,AGAINST
1349220807365586944,en,The latest The Manure Tea Gardening Daily! https://t.co/BG2g9jUyMc Thanks to @BaltimorePeace #capitol #copkiller,1,FAVOR
1349220806656577536,en,"@mkraju @jaketapper Or, DON’T CARRY METAL OBJECTS ONTO THE HOUSE FLOOR.\n\nBoebeet wouldn’t let the Capitol Police look in her bag which means she probably had her gun in there—a direct violation of Congressional rules.",3,FAVOR
1349220805805105155,en,@tabithakaitlyn please he looks like he was at the capitol raid,1,FAVOR
1349220805071265793,en,A Proud Boy in Disguise Helped Lead the Insurrection at the Capitol https://t.co/VREebOIfLC via @vicenews,2,FAVOR
1349220801577291776,en,"US Justice Dept expects sedition, conspiracy cases in Capitol attack https://t.co/RNvAsLibuU",2,FAVOR
1349220801153667073,en,@jaketapper Republicans very well know that if it was Biden’s supporters storming the Capitol and killing police officers they would be doing the exact same thing. This is classic Trumpism of blaming Dems of being decisive when Trump breaks the law.,1,AGAINST
1349220799589228544,en,"@SenatorTimScott the capitol was an unorganized, spontaneous show of force against an inexplicably ill prepared police presence/sympathetic police force... if it was armed and or organized as they claim... that building would have been completely taken.... now they are escalating tensions........",3,FAVOR
1349220798217785345,und,@cwwhite212 @Bishopoftyler @NCRonline https://t.co/PZYkPrJ4qo,2,AGAINST
1349220797601042432,en,"@jordanbpeterson Mr. Peterson, Trump has been lying to his supporters for months about the election being stolen, and their country being taken from them etc. This speech is just the final step to provoke all those ppl towards Capitol.\nYes, he did ""incite"" them.",1,AGAINST
1349220795575365632,en,BLM rioting &amp; the MAGA Capitol riot do not equate. Spontaneous violence and premeditated violence are not the same. Fighting for respect and the right to life does not equal fighting because you are unsatisfied with the results of democracy. How do I get my bosses to understand?,1,AGAINST
1349220794283356160,en,"?@RandPaul? (Dear Senator, the night you and your wife were attacked? Where was the DOJ and FBI?) DOJ Pursuing 170 Suspects in Capitol Attack, F.B.I. Gets 100,000 Tips https://t.co/OMpGK1i3Ku",1,AGAINST
1349220790370230275,en,The best way to prevent another angry mob from storming the Capitol is to continue doing nothing for an increasingly desperate populace,1,AGAINST
1349220787954176002,en,Biden and Trump are going to be surprised on Jan 20 when Jeb shows up to the Capitol and is inaugurated,1,FAVOR
1349220786008170497,en,@thatChrisChavez Shouldn't you be arrested for storming the capitol?,1,FAVOR
1349220785647349761,en,Caitlin Johnstone: FYI Trump’s latest Yemen move is far worse than the Capitol riot — RT Op-ed https://t.co/7H684b9mt3,1,FAVOR
1349220777804124160,en,@ThomasSowell @DonaldJTrumpJr No riot over the last few months good or bad  can come close to the capitol being taken over and our democracy at stake .  Not even close,1,FAVOR
1349220777590185986,en,@beenCrown Thanks for the clarification. My point is if the GOP majority had never blocked his removal the attack on the Capitol would have never happened. This is their fault,2,AGAINST
1349220775102963712,en,@RyanRadia @greg_shill If the cop was killed inside the capitol or while they were attempting to get into the capitol then burglary could serve as the predicate,2,AGAINST
1349220774872141824,en,Good read: Eyewitness account of Capitol breach from pro-Trump demonstrator https://t.co/31YRyTiaMB via @LUnyielding,1,FAVOR
1349220774171783169,en,"@shanermurph The commies will go after Trump supporters even if they were not there. They dont care about police or the Capitol or whatever they call that place. They only want all Trump supporters in prison for life, or gone for good. The commies are horrible human beings, evil, wicked, sad.",1,AGAINST
1349220769776115712,en,"@JoeBiden \nPlease, please, please hold the inauguration inside the Capitol Bldg.",2,AGAINST
1349220769260191745,en,If only the capitol police guarded the capitol as closely as opposing teams guard steph curry,3,AGAINST
1349220764684324864,en,"@16MillionRising ""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" - President Donald Trump, January 6, 2021\nhttps://t.co/D4Leu57x7h",0,FAVOR
1349220764617203712,en,"""we're storming the capitol. it's a revolution!""",1,AGAINST
1349220763790880769,en,"@OrbitalFrame7 @RonFilipkowski @charliekirk11 Then he should have said protest democracy because that was all that was happening at Capitol Hill on the 6th, 81+million American had voted for a president, &amp; they wanted our votes thrown out. But he didn't he said patriots go to DC to FIGHT for this president. #TrumpCrimeFamily",1,AGAINST
1349220762167758853,en,Q insurrection at the Capitol had a higher percentage of non-whites than a good chunk of this summer’s BLM riots,1,FAVOR
1349220762117308423,en,"“The violent riot in Washington, D.C. on January 6, 2021 was a direct assault on the U.S. Congress, the Capitol building, and our Constitutional process,” they said in the letter, signed by all eight members of the #JointChiefsofStaff.\n#CapitalRiots\n\nhttps://t.co/sM5bgQ5Bl6",0,FAVOR
1349220761647546369,en,@jaketapper Correction: \n\nThis Hail Mary attack on our Capitol is an attempt to fool every American who voted for him.,2,AGAINST
1349220761236598784,en,"@hwaters80 @edwardharris251 @dylanmaustin @YouTubeInsider Oh yeah, quite the same. Completely. ??\n\nMAGA beat a cop to death on our nation's Capitol grass. I also asked for a video. Womp womp.\n\nYou truly are servile filth. Enjoy the next 7 days. They are the last that any Trump will ever hold power on this planet.",1,AGAINST
1349220760175456256,en,@RepDLesko @CapitolPolice And yet you're complaining about metal detectors and searches now? They are there to protect - among others - the Capitol Cops who keep you safe every day.,1,FAVOR
1349220760171147266,en,"@Jim_Jordan Speak about the sexual abuse you covered up, the lies of election fraud, the right wing supporters who MURDERED a Capitol Police Officer, the Noose hung up outside the Capitol, about the thousands of people who have died from COVID-19. \n\n#GOPCorruptionOverCountry",3,FAVOR
1349220758065618944,und,https://t.co/0Rj6x6qeq1. #RepublicanTraitors @RepAndyBiggsAZ #Sedition,1,AGAINST
1349220757457547266,en,@AOC You are a liar woman. No member of congress encouraged an attack on the Capitol or spread any  rhetoric to undermine our democracy. That's exactly what you are doing. Where are video clips or voice recordings to support your lies?,1,AGAINST
1349220756069216257,en,Oh good. So there’s this...\n\nLawmakers worry that pro-Trump colleagues could aid potential plot to attack Capitol: report | https://t.co/anNbqJ5xG4 https://t.co/yr2povKtxV,1,AGAINST
1349220755536551936,en,@MEPFuller How is it possible that there were never mags at the US Capitol before now,1,AGAINST
1349220754433347590,en,@MatthewKeysLive What is he waiting for??? Another attack on the Capitol?  He's disgusting.  This simple act to protect the people and lawmakers has has been denied against all logic.,4,FAVOR
1349220750570315778,en,"Backlash to riot at Capitol hobbles Trump’s business as banks, partners flee the brand https://t.co/3n36bzf6qz",1,AGAINST
1349220748561362944,en,"Thread by @emmaladyrose: .@AOC just told viewers on Instagram Live that she had a ""close encounter"" during the attacks on the Capitol in which she thought she might die. Said she cannot disclose full details out...… https://t.co/u0pzInIfUV",1,FAVOR
1349220747722502149,und,https://t.co/p0r356h8xx,0,AGAINST
1349220742429171712,en,"On IG Live, @AOC said she ""worried during the storming of the Capitol about other members of Congress knowing her location, saying she was concerned there were colleagues ""who would create opportunities to allow me to be hurt""\n\nhttps://t.co/wl5Yyuhz5G",1,AGAINST
1349220740973948929,en,"@Angry_Staffer Especially, if you’ve made a video touting that you’ll go to the Capitol armed, and especially, if you had to run for your life because your constituents tore down doors and killed people to terrorize and harm the people within the Capitol. #LaurenBoebert",1,AGAINST
1349220739795341312,en,Trump: Impeachment push over Capitol riot is causing 'tremendous anger' https://t.co/RfU5IhOYT9 via @nypost Democrats are making many serious mistakes here that they will come to Regret,1,FAVOR
1349220738906136576,en,"Remember when everyone said Hillary couldn't be president because a female is to emotional to run the country?\n\nWell, a male president was so angry he lost that he incited a terrorist mob against the U.S. #Capitol &amp; then said he loved them.\n\nMaybe we should give a woman a shot?",1,FAVOR
1349220735747817473,en,"FBI says it warned about prospect of violence ahead of Capitol riot,https://t.co/DfvQEpHyIt",1,FAVOR
1349220733784895489,en,Who’s been charged in the deadly U.S. Capitol siege? Here are some questions and answers about the investigation into the Capitol breach: https://t.co/1zJRo0AotS,3,FAVOR
1349220732706938880,en,__www.vice.com/amp/en/article/epdmva/a-proud-boy-in-disguise-helped-lead-the-insurrection-at-the-capitol \n\nhttps://t.co/21W8cmQT3S  \n \n_vice.com/amp/en/article/epdmva/a-proud-boy-in-disguise-helped-lead-the-insurrection-at-the-capitol,1,FAVOR
1349220732191043584,en,The violent siege of the Capitol wasn’t a “security failure.” Video footage shows multiple Capitol Police seeming to allow the white mob to commit this deadly attack. \n\nTell Congress: Investigate white supremacist infiltration of Capitol Police NOW ? https://t.co/DG1b6zmZtw,3,AGAINST
1349220728936099840,en,@scott_minarik There are already states who have said they cannot protect their capitol building this weekend.,1,FAVOR
1349220722460262401,en,"@ShooguhLipz @DrJenGunter Crying 'death! disease! murder!' for every little thing tends to lessen the effect when actual outrageous events happen, like a president causing an insurrection at the capitol.",3,AGAINST
1349221375026753536,en,"The FBI briefing said to me: they heard the ground shaking, saw a T-Rex run by, and didn't say tell anyone it was heading towards the Capitol. *shrug*\n\nThey are investigating, though, so don't worry.\n\n(Apologies to @longshotauthor, but that imagery really took hold.)",1,FAVOR
1349221374997508096,en,bye not the mom from the capitol riot being an old umass memorial medical center employee,3,AGAINST
1349221372384440320,en,Boebert Clashes With Capitol Police After Setting Off Metal Detectors https://t.co/EoT8udf2pk,3,AGAINST
1349221372313137154,en,"@LindseyGrahamSC Over 380,000 dead Americans. Domestic terrorists storming the Capitol looking for @vp and @SpeakerPelosi and you’re talking about the border wall?!!  Where are your priorities?  What is wrong with you?",1,AGAINST
1349221370060685315,en,@zachaboym8 @blithelycomedy @SpiderdaGod @Skye40821147 @MatthewKeysLive you think i support BLM riots? because i don’t. at least they didn’t try to take control of a federal building and commit mass murder in the Capitol.,1,AGAINST
1349221367749767168,en,"Capitol Attack Data: Here's an interactive map where you can zoom, see scraped metadata, and track movements. What I'm waiting for is the ability to cross-reference Parler user accounts with the police accounts revealed through #BlueLeaks and other hacks!\nhttps://t.co/LA5aQZgOcv",3,FAVOR
1349221367728779270,en,Take away the medal.  https://t.co/3gloJoCTZG,1,AGAINST
1349221367338725377,en,"unpatriotic, not only is it unpatriotic, its against the law, the mob that stormed the US Capitol on the 6th of Jan, were committing insurrection against this gov, and that is very unpatriotic.",4,AGAINST
1349221366554185728,en,From first request to the first National Guard arriving at the Capitol: MORE THAN FOUR HOURS!!!,1,AGAINST
1349221364222152705,en,"@BreitbartNews Selective accountability! Accountability applies only to progressives. \n\nIf you are with radical right, then you are ‘patriot’ and that means you get an automatic hall pass for invading the Capitol &amp; worse.",1,AGAINST
1349221360682340355,en,"@EviorRagnarson @Thunderbunt247 @FUDbuster @eastcoastinSD @gehrig38 @AIGinsurance The liberal idiots that believe this was an insurrection are the nuts that have been brainwashed. I promise, if there’s an assault on the nuts we have working In our capitol, the Patriots won’t be un armed, it will be unmistakable.",1,AGAINST
1349221360220962816,en,Idaho Man Seen Dangling From Senate Balcony During Capitol Riot Arrested https://t.co/H8XctIgA2H via @thedailybeast Good!  He needs to be charged with trying to overthrow an election &amp; our country!,1,FAVOR
1349221351568125953,en,"So ANTIFA can participate in Capital riots, encourage and incite rioting, all caught on video and no charges filed. Kamala must have represented Him. #Antifa #CapitolRiot https://t.co/pyhca1M32n",1,AGAINST
1349221351542947842,en,also i apologize to ryan lochte for equating pissing on a gas station to storming the us capitol but this here is twitter and that's what we do around these parts,1,FAVOR
1349221351140315136,en,@mtgreenee You are delusional \n\nDemocrats didn’t destroy and storm the capitol. Terrorists did. They don’t care about politics. They don’t care about you. \nTHEY ARE TERRORISTS \n\nAnd you joining the coup proves you are willing to join them\n\n#SeditionHasConsequences #GOPSeditiousTraitors,1,FAVOR
1349221349751865344,en,"Heartbreaking hearing @AOC on IG Live talking about the events at the Capitol. I hope we can come together, understanding that the corruption in the government goes beyond parties and departments. The whole system needs to be replaced and it won't happen unless we come together",1,AGAINST
1349221345117102080,en,@AgentCoopr702 @4everNeverTrump @ByronYork @judgeluttig I read the speech. Loaded with lies and incitement. Instruction to proceed to the Capitol while a constitutionally required event was underway.,1,AGAINST
1349221340541190145,en,"@FredPlanck @BMacB_ @Oioisavaloi1 @CaseyJohnson_85 @JackPosobiec times lines matter. While Actual Trump supporters were listening to his speech, they found pipe bombs and the capitol was breached before his speech ever ended.",1,AGAINST
1349221338033115138,en,"Sen. Sherrod Brown: While We Were in Lockdown at Capitol, Lindsey Graham was Berating Police Officers For Not Protecting Lawmakers https://t.co/p0nbOF355L via @politicususa",3,AGAINST
1349221335088693248,en,@kateyrich We will be watching movies about COVID and the Capitol insurrection with Renegade and Savage serving as needle drops,1,FAVOR
1349221334711209985,en,"""The riotous attack on the Capitol last week was a terrible assault on our constitutional system of government. If it is not punished severely, it is likely that there will be further attempts to sabotage and wreck the republic in the coming years."" https://t.co/8iQbOf8q59",4,AGAINST
1349221331582255104,en,"This is not a patriot movement! The demons know the hammer is coming down, they want to cause havoc when it does and hide behind innocent people!\n\nWho Is Behind the Planned ""Armed March on Capitol Hill"" and Is It a Deep State Plot? --@gatewaypundit https://t.co/iTebk7XWgo",4,AGAINST
1349221330701447170,en,@Wolfe321 @jennycohn1 The men at the capitol did not have “regular human” zip ties. They had flex cuffs which are extra strength and used in law enforcement. Makes the images all the more nauseating.... they wanted hostages.,1,AGAINST
1349221329984249857,en,"@ACTBrigitte No disrespect to the Police Officers injured or killed at the Capitol, but don't we see dozens of citizens shot and killed each weekend in numerous metro areas? Not condoning the riot, but it wasn't nearly as bad as what we saw all summer.",3,FAVOR
1349221328880947200,en,@RiderOfKarma @fabulouslyblair @IlhanMN @PortiaABoulger Right. And I agree. Sadly we won’t even have a president Biden for 7 more days so this is why we need to focus on the fucking traitors in the Capitol,1,FAVOR
1349221328625295360,en,@RepBoebert There are metal detectors to enter the Capitol as a visitor and metal detectors to enter the chambers if you are a visitor. You would know this if you had actually been here longer than what a couple weeks? This is DC not Rifle CO. And your supporters were engaged in sedition.,1,FAVOR
1349221327513792514,en,"Klete Keller, former Olympic swimmer, stormed Capitol with pro-Trump mob - ?@Olympics ??@USASwimming? time to remove medals  https://t.co/oxa8gLmLGb",1,AGAINST
1349221323835260930,en,"Meghan McCain: Ivanka, Jared 'need to be held accountable' after Capitol attack https://t.co/zamnhp2m5d via @LUnyielding",2,FAVOR
1349221323374002176,en,"@mattklewis There were over 1.2 million Trump supporters in DC on Jan 6th &amp; there has been over 15 million more at Trump rallies-no problems &amp; the DOJ is Pursuing at Least 170 Suspects in Capitol Attack. There were 1,000's of Antifa &amp; BLM arrested, 59 cops murdered, $bill in damage, NO FBI!",1,AGAINST
1349221323025899523,en,Trump's Approval Rating Surges After Capitol Hill Protests https://t.co/8rAHi2GpvB,1,FAVOR
1349221322493210624,en,@RepSteveStivers Cute.\nHow about really helping the Capitol Police and stop being part of the cop killers. Or just resign.,3,FAVOR
1349221320807034881,en,Authorities release image of man wanted for killing of Capitol Police officer https://t.co/pYVWCojfKM,3,AGAINST
1349221319968223233,en,"@RuthMott5 @IvankaTrump Go away.\nShe was standing beside Daddy in the tent\nwhen he was watching the terrorists\nthat he sent to the Capitol to fight &amp; stop the certification of the 2020 election\nwhen the terrorists assaulted the Capitol, terrorized members of Congress\n&amp; murdered a Capitol police officer.",3,FAVOR
1349221319011926016,en,"@RepLeeZeldin Have you got some pix, maybe a CREDIBLE report or 2 of Dems storming the Capitol and participating in the deaths of 6 people?\n\nSuffolk County has really gone to the dogs to elect someone like you. Used to love it there--when it was inhabited by humans.",1,AGAINST
1349221318038794242,en,"@ThomasSowell @DonaldJTrumpJr Riot or attempted coup? Riot or overthrow the government &amp; our democracy? CVS attacked or the Capitol of the US, where our nations leaders were forced into hiding while people chanted for the hanging of our VP. Violence is wrong in either case but no comparison here.",1,FAVOR
1349221317044801544,en,@FlossObama @magnetdoctor122 Nor if the Capitol police don’t enforce the rules for ALL.,3,FAVOR
1349221314574209028,en,"@FBI WOW, Within 2 days the FBI are sure no Antifa were involved at the Capitol, the same FBI that couldn't find their head in their asses or any of the perpetrators of the BLM/Antifa riots.  I am so ashamed of the FBI...You have turned the US into a Banana Republic...",1,FAVOR
1349221307766902786,und,@BreitbartNews https://t.co/GTf04sr7K5,1,AGAINST
1349221307334975489,en,This little sketch shows how I'm feeling today after yesterday's horrific events at the capitol. (Took a couple days for Redbubble to approve. ) #25thamendment https://t.co/KhWwsx6HZf,1,AGAINST
1349221301232283648,en,Olympic gold medalist swimmer raided the Capitol in his ‘U.S.A.’ jacket.\n\nSpoiler alert: Swimmers are often right wing frat boys.\n\nhttps://t.co/2kwprZQrTu,1,FAVOR
1349221298455666689,en,"@RodneyDavis @MonticelloCUSD Rodney Davis, if you truly are for bipartisanship, you would have the spine and principles to impeach Trump for the terrorist attack on the Capitol.\n\nofc that may have been all hot air, but that's up to you to prove.",1,FAVOR
1349221295246897153,en,"The Washington Post\n@washingtonpost\n·\n11h\nFBI report warned of ‘war’ at the U.S. Capitol, undercutting claims there was no intelligence to suggest there would be violence",1,FAVOR
1349221295175704577,en,"@Tomas_Mier Maybe if you and your colleagues hadn't encouraged a violent insurrection, where 5 people died and more than 50 police were injured, through your absolutely false narrative about a fraudulent presidential election than the Capitol might be a safer place for all Americans. Shame.",3,FAVOR
1349221294621945859,en,@mtgreenee You really called this an attack. After years of him encouraging violence against Democrats and press. After he incited a mob led by white supremacists to attack the Capitol with the intent to murder... and then said “we love you” afterwards... You are a disgrace,1,AGAINST
1349221294269599744,en,Jake Angeli: The Psychedelic Guru Who Stormed The Capitol https://t.co/cQdTSsaO4x,1,AGAINST
1349221294001287168,en,Analysis concludes Antifa provoked shooting of Ashli Babbitt at Capitol https://t.co/h6YppqrG6X,1,AGAINST
1349221293942517766,en,"“As they pulled the officer down the stairs, face down, another rioter beat him with an American flag as the mob chanted “USA! USA! USA!””\nhttps://t.co/iXStQm3MZ4",3,AGAINST
1349221293133017088,en,@RepJayapal The President was still speaking while barricades were being breached at the Capitol. The people who breached those barricades were not at The Presidents speech and didn't hear any supposed incitement... The people who stormed the Capitol were not incited by Trumps words that day,1,AGAINST
1349221291434401795,en,Acting U.S. Attorney General Updates Capitol Charges https://t.co/lbxl6TQ6aT,1,AGAINST
1349221291425845251,en,Republican Congresswoman Boebert. Q Anon believer. \n\nShe is complicit and should be arrested\nhttps://t.co/lDpRkWaLhy,1,AGAINST
1349221289748291586,und,@RealBookMaker00 @andrewfooshay @realchrisrufo https://t.co/V7BScls3rH,0,AGAINST
1349221289286725634,en,Congresswoman witnessed insurrectionists doing a 'reconnaissance tour' before the attack on the Capitol https://t.co/1QY9O4PoCo,2,FAVOR
1349221287433003012,en,Just realized that it is harder to get my hands on the 3080 than raid the capitol,1,FAVOR
1349221283842707456,en,@emmaladyrose @AOC Our elected officials were terrorized.  They will have PTSD for life every time they go to the Capitol to do the peoples business.  Thanks Psychopath!! TIME TO GTFO,1,AGAINST
1349221282609418240,en,"@TheeSmartman @aracooper @SethAbramson 2] These copy paste talking points talk about the NG having already been “called”, and they had - but not by Trump, by people in the Capitol. In response Trump’s Army Secretary delayed entry of the Maryland NG and activation of DC NG for an hour as the assault continued.",1,FAVOR
1349221280210415617,en,"@TomHyatt4 @brianstelter @NewDay @ReliableSources BREAKING: CNN released the 3 names of the Congressmen (Paul Gosar, Andy Biggs, Mo Brooks) who were a part of the ""inside job"" of the attack on the US Capitol - i.e. Many text messages to Ali Alexander (organizer of the coup) that lead up to the attack.  YES, IT WAS AN INSIDE JOB!",2,FAVOR
1349221280176885763,en,"@luisjgomez @robertkelly Luis, I hope that you follow your own policy on avoiding talking politics and Covid. When the Ellis episode turned to the Capitol, I had a hard time staying with it. People come to you guys to get away from that shit (except PATP, but there we know what we're in for).",4,FAVOR
1349221279547723785,en,@jonfavs The people who are skirting Capitol security are still in the act of committing a coup.  We know they are taking weapons in...are those same weapons coming out with them?,4,FAVOR
1349221278918594562,en,@RealMattCouch Let’s see.. 1 unarmed person killed by a gun from inside the Capitol; 3 from a medical emergency that they will not detail; 2 commit suicide. Unarmed persons was next to a Antifa/BLM activist. Sorry but this is all suspect.,1,AGAINST
1349221277681152000,en,Jordan Klepper Sees It All at The Capitol Insurrection | The Daily Socia... https://t.co/cgTkWCDZm4 via @YouTube,1,AGAINST
1349221277098254336,en,@CNNPolitics FBI/riot emerge/Us capitol lawmakers/America crisis@/trauma students face/[hates] popular culture begins shifting\nOver racism concern@cnn pol,1,AGAINST
1349221276498460674,en,@BrettFavre @realDonaldTrump Would really like to hear your thoughts on the attack at the Capitol and  impeachment trial.,1,FAVOR
1349221275470848003,en,"@GeraldoRivera @LizCheney Wow you’ve become delusional too. He didn’t unleash the mob. Here’s his quote: #\n""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard.""",0,FAVOR
1349221274187309056,en,"House Republican Lauren Boebert has ""standoff"" with Capitol Police over metal detector https://t.co/ZrnbTLwm8Q via @PalmerReport",3,AGAINST
1349221267753164802,en,"WATCH: What You Need To Know — January 13, 2021: Donald Trump Speaks — FBI Warns All 50 States and D.C. — Lawmakers Test Positive For Covid-19 After Capitol Attack https://t.co/e4WYDBqsnU",0,FAVOR
1349221266956431360,en,@MariaBartiromo Trump took stage at 1200pm to 111pm first reports there showing up was 1240pm they called breach at 1255pm it’s a 45 min walk from where the rally took place to the capitol. Think about that.,1,FAVOR
1349221266046201856,en,?@elonmusk? knows the truth ! As when you silence people and edit out things you might be the problem  https://t.co/yfAOmcSgM5,4,AGAINST
1349221265844875267,en,"@CNNPolitics ""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" - President Donald Trump, January 6, 2021\nhttps://t.co/D4Leu57x7h",0,FAVOR
1349221264955731968,en,"@jonathonj1970 ?????? I have seen multiple versions this past week. I am just incredulous at the complete inability of those involved in the protest at the Capitol, or even just those that support it from afar, to see things as they really are. It is mind boggling.",1,AGAINST
1349221264582463488,en,"@RepRaskin @IridescentAshes Congressman Raskin, Please also introduce articles to expel @RepAndyBiggsAZ @RepMoBrooks  and @RepGosar as they cannot remain in Congress after their betrayal of the Constitution and their active roles in this deadly attack on the Capitol.",2,AGAINST
1349221256302899200,en,@EdOnTheBay1 @laurenboebert I have a feeling that she will be joining him since she was tweeting details about @SpeakerPelosi during that Seditious MAGA mob attack on the Capitol. Expel this entitled no nothing lunatic traitor.\n#InsideJob\n#SeditionHasConsequences,2,AGAINST
1349221255296253953,en,"@JanNWolfe What kind of civil servant gives tours of the Capitol to would be murderers? To map out routes so that they may find, kidnap and murder the successors of the POTUS?\nName them.",3,AGAINST
1349221254574841859,en,"@JeffSharlet @Astartiel As time goes by, and we discover more and more  about what happened before the assault on the Capitol, it will become more and more obvious that this was an actual attempt at an actual coup to replace the duly elected president. A horrifying thought going forward.",1,AGAINST
1349221252381220867,es,Capitol police officer Eugen... https://t.co/GH8bBcU0EU #gazeta #artyku?y,3,AGAINST
1349221252192325632,en,I wonder when the folks who stormed the Capitol will realise that Trump couldn't even fulfil his promise to walk down the road with them.,1,FAVOR
1349221249940119553,en,"@Johnwfree313 @JanaMarvin1 @IngrahamAngle Of course. This is what cults do. Trumpism is more of a cult than it is a political affiliation. It's kind of sad but then you hear these people speak and watch them become terrorists, ransacking the Capitol and that sadness fades.",1,FAVOR
1349221249235484672,en,YouTube to bar Trump from uploading videos for 7 days following U.S. Capitol riot https://t.co/clvY61nQaV,1,FAVOR
1349221248874766336,en,"It feels like this was basically a school shooting at the Capitol, hidden under a lynch mob, hidden under a Coachella style rager, hidden under a political rally.",1,AGAINST
1349221246119129094,en,Amen. We all have to stand up for our constitution. Armed militiamen protest in front of TX capitol in Austin following US C... https://t.co/L79SM8ojcc via @YouTube,1,AGAINST
1349221245951242241,en,Congresswoman witnessed insurrectionists doing a 'reconnaissance tour' before the attack on the Capitol https://t.co/kM5Vm7xme8,2,FAVOR
1349221243053109249,en,Was 'Capitol Invasion' Lego Set Released Months Ahead of DC Riot? - https://t.co/rqLdmcbo3v https://t.co/bNz6Yi8x36,2,AGAINST
1349221242163744774,und,https://t.co/TOkk2l6Zds,0,AGAINST
1349221242033864704,en,"@mtgreenee #ShameOnYou you continue to traffic lies that have incited a domestic terrorist attack on our Capitol!  You are complicit!! You have no right to enjoy the right to hold a congressional seat. #ExpelTheSeditionists and, you know what?  #shutup",1,AGAINST
1349221239223513090,en,@Roguelost @meenaharris @Primaljump @AOC The capitol police was overrun. Yes she could’ve easily been hurt or kidnapped. Any of them but specially the 3 progressive congresswoman who are constantly targeted by the president.,3,FAVOR
1349221238175113217,en,"@people ""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" - President Donald Trump, January 6, 2021\nhttps://t.co/D4Leu57x7h",0,FAVOR
1349221237478846464,en,"@RepTiffany @CapitolPolice Treasonous traitor Tom Tiffany would like to thank the capitol police, especially the one who was bludgeoned to death and murdered thanks to his Tom Tiffany’s words and deeds.",3,FAVOR
1349221235792769027,en,if i don't get to make out with a strange beautiful guy in a dark warehouse full of hypnotic synthetic music pretty soon then i will probably storm the Capitol Building with a bunch of my angry top-daddy buddies,0,FAVOR
1349221233745940480,en,"Manhunt Intensifies as Authorities Warn Some Rioters May Face … , Capitol Rioters Face Sedition Charges as DOJ Ramps Up Probe https://t.co/bYdGvVks0G",1,FAVOR
1349221230805540865,en,@mtgreenee Fuck you traitor.  You and your ilk caused the Capitol to be attacked. The beacon of democracy was trashed by your people that you misled with election lies.,1,FAVOR
1349221228700184576,en,@johndoe3854766 @USUncovered He didn't incite a riot anymore than Dems incited BLM riots in the summer. Those people are responsible for themselves and make their own decisions. Nobody on trump's side gave the order to go break into the capitol building. YOUR inability to think freely makes you a danger.,1,FAVOR
1349221226691100681,en,Apple Chief Tim Cook Wants US Capitol Attackers Held Accountable: Report https://t.co/5MVMtvJdO0,1,AGAINST
1349221225206218752,en,"imagine the non-existent and impossible theoretical of Obama fanatically lying about the 2012 election for the longest, then loudly attacking Joe Biden as a traitor, *to the president’s lies*, as armed militants storm the Capitol, wtf.",1,AGAINST
1349221225017397249,en,The ESA pauses political contributions following US Capitol attack https://t.co/JU29MP0Poy,2,AGAINST
1349221224862408704,en,@RepGosar You help planned the terrorist attack on the Capitol. @FBIWFO arrest him.,2,AGAINST
1349221224501506048,en,"stepping back today &amp; seeing just how dire it is that the president has been whipping up a radical base through lies for so long &amp; without ceasing, that violent supporters of his stormed the Capitol with weapons and people died",1,AGAINST
1349221223532621826,en,They should be fired.\n\nTensions boil over at Virginia city council meeting after two cops are caught participating in Capitol riot https://t.co/5qIfcZwNLf #SmartNews,1,FAVOR
1349221221330780161,en,@Chrisactevans @Rosanna42 @LindstromCheryl @CNN I feel terrible for that woman and have never once said that what happened at capitol was ok. It was terrible and wrong and those who committed those acts should be held accountable in a court of law.,1,AGAINST
1349221221314007040,und,https://t.co/gTrlfViNcD,0,AGAINST
1349221219627888641,en,"Also, it’s totally cool to believe in conspiracy theories all you want. No one is stopping you.\n\nBut people insurrected at the capitol wanting to hang the Vice President of the United States... over a conspiracy theory.\n\nTech has no choice but to censor the source of that.",1,FAVOR
1349221217912307713,en,Congresswoman witnessed insurrectionists doing a 'reconnaissance tour' before the attack on the Capitol https://t.co/p7XyoX4ixZ,2,FAVOR
1349221664014299136,en,"@RepAndyBiggsAZ That’s my Congressman from my hometown of @GilbertYourTown , AZ. \nBiggs. You should be arrested for inciting a riot against the US Capitol. I’ve told you for the past 4 years that Trump is a fraud and he will drag the GOP into the abyss. You’re a fool for supporting Trump.",1,FAVOR
